id,GBSA-Evdw,GBSA-Eele,GBSA-GGB,GBSA-GSA,MM/GBSA,VDW,HB,HP,HM,HS,RT,X-Score,-logka,deltaGexp,charge,C,N,O,F,P,S,Cl,Br,I,heavy atoms,H
3jvr,-37.5044,-35.5019,39.8763,-3.7515,-36.8815,444.9,1.2,56.7,2.86,253.5,3,5.95,5.72,-7.7792,0,16,3,2,0,0,0,2,0,0,23,13
3jvs,-45.7346,-19.7241,28.9033,-4.8118,-41.3672,539.2,2,91,3.86,234.1,0,6.84,6.54,-8.8944,0,22,4,4,0,0,0,0,0,0,30,22
3jya,-34.4885,-21.5871,25.3075,-3.8673,-34.6354,391.4,0,67.2,2.55,169.3,0,5.77,6.89,-9.3704,0,10,2,1,0,0,1,2,0,0,16,4
3k5v,-44.2574,-13.225,29.8541,-5.458,-33.0863,572,0,78.4,3.29,155.8,1,6.52,6.3,-8.5680,0,18,4,2,3,0,0,0,0,0,27,13
3kgp,-21.1932,-81.5379,75.1468,-2.8384,-30.4227,301.1,0.6,20.1,0,89.5,1,4.79,2.57,-3.4952,0,8,1,2,0,0,0,0,0,0,11,9
3kr8,-49.0454,-14.6357,25.9608,-4.9772,-42.6975,637.7,2.9,90.9,1.27,165.9,0,6.87,8.1,-11.0160,0,14,2,1,3,0,1,0,0,0,21,11
3kwa,-17.2305,-121.3531,134.5258,-3.9602,-8.018,347.2,2.3,29.4,0.72,132,11,4.46,4.08,-5.5488,4,10,4,0,0,0,0,0,0,0,14,30
3l7b,-38.0759,-57.8646,52.3413,-4.8965,-48.4957,495.5,3.8,6.1,0,27.5,2,5.61,2.4,-3.2640,0,10,3,5,1,0,0,0,0,0,19,14
3lka,-29.0216,-28.3071,44.3765,-3.6344,-16.5866,351,1.5,27.8,0,83.2,2,5,2.82,-3.8352,0,7,1,3,0,0,1,0,0,0,12,9
3mss,-31.7918,-126.7028,135.0141,-3.9908,-27.4713,379,0,115.8,3.62,226.4,6,5.58,4.66,-6.3376,1,17,2,2,0,0,0,0,0,0,21,21
3myg,-49.5325,49.7061,-20.2601,-6.0092,-26.0957,606.1,1.6,34.5,2.26,189.8,4,6.31,10.7,-14.5520,1,20,8,1,0,0,1,0,0,0,30,27
3n76,-42.49,546.8767,-560.4281,-6.4546,-62.496,686.3,6.7,92.7,1.28,184.7,4,7.06,6.85,-9.3160,-1,16,0,6,0,0,0,0,0,0,22,17
3n7a,-21.0465,481.5144,-501.3184,-3.7873,-44.6378,361,6.8,14.7,0.47,54.7,1,5.5,3.7,-5.0320,-1,7,0,5,0,0,0,0,0,0,12,9
3n86,-52.6079,497.3982,-509.6223,-6.7231,-71.5551,725.7,7.5,84.7,0.8,202,4,7.21,5.64,-7.6704,-1,16,1,6,0,0,0,0,0,0,23,18
3nq9,-17.5248,128.2933,-116.9053,-2.737,-8.8738,191,0,84.3,2.32,190.5,6,4.52,4.03,-5.4808,-1,8,0,2,0,0,0,0,0,0,10,15
3nw9,-58.1629,-93.9579,71.3225,-7.3362,-88.1345,950.8,7.4,93.3,2.74,187.2,4,8.36,9,-12.2400,0,26,5,6,1,0,0,0,0,0,38,24
3nx7,-25.9442,-116.4694,119.2641,-4.3972,-27.5467,469,5.3,25.8,0,62.5,6,5.39,8.1,-11.0160,0,11,2,6,0,0,1,0,0,0,20,16
3o9i,-83.5946,-54.3308,77.2857,-9.5521,-70.1918,968.7,4.1,123.3,5.02,323.8,11,8.17,11.82,-16.0752,0,30,3,7,0,0,2,0,0,0,42,39
3oe4,-45.9504,-115.1646,79.2338,-6.4574,-88.3386,843.6,7.9,36.9,0.34,51.3,4,7.31,7.47,-10.1592,0,19,6,8,0,0,0,0,0,0,33,18
3oe5,-40.9734,-135.9848,100.1971,-7.0301,-83.7912,802.1,7.8,67.6,0.93,110.4,5,7.3,6.88,-9.3568,0,19,3,8,0,0,1,0,0,0,31,19
3ozs,-48.1383,-129.9669,95.1346,-7.2649,-90.2355,846.6,6.4,37.3,0.34,54.9,4,7.22,5.33,-7.2488,0,18,4,8,3,0,0,0,0,0,33,17
3ozt,-45.4641,-133.8225,93.9485,-6.7853,-92.1234,786.8,7.3,55.3,0.47,110.2,4,7.19,4.13,-5.6168,0,19,3,9,0,0,0,0,0,0,31,19
3p5o,-43.2891,-13.5566,23.6625,-5.0681,-38.2513,541,0.6,111,4.41,229.6,4,6.53,7.3,-9.9280,0,22,5,2,0,0,0,1,0,0,30,22
3prs,-82.9911,-81.0291,114.9219,-10.1968,-59.2951,967.4,4.2,147.3,5.65,439.8,15,8.15,7.82,-10.6352,0,37,6,5,0,0,2,0,0,0,50,48
3pww,-75.2912,-516.8067,512.9004,-9.1968,-88.3943,939.3,5,166.3,6.58,449.9,9,8.78,7.32,-9.9552,1,38,6,5,0,0,0,0,0,0,49,51
3pxf,-26.3983,-98.5636,103.4587,-4.2873,-25.7905,318.2,1,106.9,4.3,196.7,0,5.93,4.43,-6.0248,-1,16,1,3,0,0,1,0,0,0,21,12
3pyy,-43.0727,-21.854,31.1166,-4.7688,-38.5789,555,1,93.3,3.34,153.9,1,6.57,6.86,-9.3296,0,18,4,2,1,0,0,0,0,0,25,13
3qgy,-48.6159,-27.929,40.4311,-5.9403,-42.0541,573.9,1.8,97.7,3.64,222.2,1,6.85,7.8,-10.6080,0,22,4,2,0,0,2,0,0,0,30,16
3qqs,-25.8023,-356.1217,337.355,-4.4319,-49.0009,459.1,3.1,71.3,1.98,181.7,0,6.23,5.82,-7.9152,-2,14,1,4,0,0,0,0,0,0,19,9
3r88,-25.7755,-149.4086,151.3141,-3.3858,-27.2558,329.1,1.6,21,0.97,21.9,2,4.93,4.82,-6.5552,-1,9,1,4,0,0,0,0,0,0,14,10
3rlr,-46.4477,-35.2624,38.472,-5.1357,-48.3738,530.7,1.5,78.2,2.86,272.5,1,6.56,7.52,-10.2272,0,16,4,1,0,0,0,2,0,0,23,12
3rr4,-37.2974,-46.8023,45.8549,-4.2036,-42.4484,460.8,4.7,32.7,0.97,45.1,0,5.93,4.55,-6.1880,0,11,6,1,0,0,0,0,0,0,18,12
3rsx,-31.3408,-21.2616,27.1809,-3.7894,-29.2109,369.5,1.5,73.5,2.09,167,0,5.75,4.41,-5.9976,0,13,2,0,0,0,1,0,0,0,16,10
3ryj,-19.3311,-77.3693,54.7562,-4.269,-46.2132,361.3,2.5,35.4,1.31,79.4,2,5.3,7.8,-10.6080,0,9,2,3,3,0,1,0,0,0,18,9
3syr,-41.9881,-52.7652,54.6373,-5.2482,-45.3642,520.2,8,0,0,0,2,5.97,5.1,-6.9360,0,10,2,7,1,0,0,0,0,0,20,13
3tsk,-67.7742,-165.462,192.81,-7.9049,-48.3311,877.3,2.7,133.9,2.29,357,11,7.43,7.17,-9.7512,-1,29,4,6,0,0,1,0,0,0,40,31
3twp,-16.7251,-124.0972,126.8364,-2.5376,-16.5235,228.9,1.2,33.7,0.97,91.2,0,4.8,3.92,-5.3312,-1,7,0,3,0,0,0,0,0,0,10,5
3u5j,-38.7134,-1.2608,12.6675,-4.2526,-31.5593,442,0,108.8,4.22,230.2,0,6.39,5.61,-7.6296,0,17,4,0,0,0,0,1,0,0,22,13
3u8k,-41.5774,-447.9742,440.3933,-4.5619,-53.7202,467.4,2,29.8,1.22,85.9,2,5.66,8.66,-11.7776,1,12,3,1,0,0,0,0,0,0,16,20
3u8n,-47.0971,-483.4894,475.7938,-4.8365,-59.6292,529.6,1.9,41.4,2.06,168.1,2,6.16,10.17,-13.8312,1,12,3,1,0,0,0,0,1,0,17,19
3u9q,-26.264,-37.1224,24.4859,-5.0481,-43.9486,365.2,2,125.4,3.03,267.9,8,5.52,4.38,-5.9568,-1,10,0,2,0,0,0,0,0,0,12,19
3udh,-22.9525,-268.9737,252.8803,-3.2088,-42.2547,343.1,2.9,70.7,1.64,127.8,0,5.63,2.85,-3.8760,1,11,2,1,0,0,0,0,0,0,14,13
3ueu,-33.0024,167.2657,-152.8116,-5.0689,-23.6172,326.1,0,175.9,3.75,315,10,5.35,5.24,-7.1264,-1,12,0,2,0,0,0,0,0,0,14,23
3uev,-32.0747,167.9079,-160.3345,-5.5038,-30.0051,370.6,0,204,4.47,357.6,12,5.6,5.89,-8.0104,-1,14,0,2,0,0,0,0,0,0,16,27
3uew,-37.6223,152.0755,-142.2488,-6.0213,-33.8169,388.3,0.6,207.4,5.18,380.7,14,5.68,6.31,-8.5816,-1,16,0,2,0,0,0,0,0,0,18,31
3uex,-42.7708,181.5702,-172.9143,-6.9611,-41.076,450.6,0,245,5.9,420.1,16,5.98,6.92,-9.4112,-1,18,0,2,0,0,0,0,0,0,20,35
3ui7,-46.665,-24.1093,35.6118,-5.1894,-40.3519,489.9,1.2,95.5,2.39,157.8,3,6.06,9,-12.2400,1,18,4,2,0,0,0,0,0,0,24,23
3uo4,-44.8106,-247.3581,242.091,-6.2758,-56.3535,638.6,3.1,101.6,3.96,269.1,0,7.41,6.52,-8.8672,-1,23,4,2,0,0,0,0,0,0,29,17
3up2,-47.8185,-219.1786,218.6928,-6.5566,-54.8609,631.2,3.3,72,2.7,156,1,6.91,7.4,-10.0640,-1,18,4,3,3,0,0,0,0,0,28,12
3uri,-90.3095,-673.5453,673.6506,-11.0893,-101.2935,997.1,5.3,101.3,4.3,321.7,22,7.31,9,-12.2400,1,43,12,9,0,0,1,0,0,0,65,65
3utu,-66.625,-93.2394,99.0671,-8.2109,-69.0082,927.2,3.9,93.5,2.39,260.9,10,7.56,10.92,-14.8512,1,32,7,6,0,0,1,1,0,0,47,35
3uuo,-38.6082,19.8661,-8.5926,-4.8537,-32.1884,427.7,1.6,71.7,2.1,142.8,1,5.87,7.96,-10.8256,1,17,5,1,0,0,0,0,0,0,23,22
3wtj,-45.4107,-19.5798,32.2815,-4.6251,-37.3341,504.9,1,56.5,1.89,145,2,5.98,6.53,-8.8808,0,10,4,0,0,0,1,1,0,0,16,9
3wz8,-56.2932,-46.023,68.4884,-6.8375,-40.6653,671.1,2.7,130.4,4.27,318.9,5,7.29,5.82,-7.9152,0,27,3,2,0,0,1,0,0,0,33,25
3zdg,-38.8281,-397.7597,394.9456,-4.4248,-46.067,407.4,0,38.4,0.89,75.4,5,4.99,7.1,-9.6560,1,9,2,2,0,0,0,0,0,0,13,21
3zso,-56.6865,-36.6829,53.6117,-6.9455,-46.7032,704.5,3.9,73.3,4.85,199.3,9,6.92,5.12,-6.9632,0,35,2,7,0,0,0,0,0,0,44,34
3zsx,-44.2016,-31.7036,42.7895,-5.6555,-38.7712,583.2,4,74.7,3.25,218.7,7,6.44,3.28,-4.4608,0,27,2,5,0,0,0,0,0,0,34,26
3zt2,-33.369,-27.0191,31.5714,-4.6873,-33.504,509.8,2.5,84.8,2.38,177.8,0,6.48,2.84,-3.8624,-1,18,0,5,0,0,0,0,0,0,23,11
4abg,-25.6725,85.1095,-100.8397,-3.0109,-44.4136,360.9,2,18.6,0,75,1,5.11,3.57,-4.8552,2,12,3,0,0,0,0,0,0,0,15,21
4agn,-48.5077,-115.3267,123.465,-5.0065,-45.3759,473.7,1,40.4,3.79,196.8,5,5.88,3.97,-5.3992,2,19,2,2,0,0,0,0,0,1,24,29
4agp,-51.5805,-104.2061,115.7743,-5.3147,-45.327,564.8,0,60.5,5.47,235.4,7,6.33,4.69,-6.3784,2,25,2,2,0,0,0,0,0,1,30,33
4agq,-53.9006,-124.4414,137.8155,-5.3437,-45.8702,571.9,0.1,59.7,5.47,234.2,6,6.44,5.01,-6.8136,2,25,3,1,0,0,0,0,0,1,30,34
4bkt,-27.4736,-28.2102,30.3508,-3.305,-28.638,382.3,3,31.2,0.76,93.2,3,5.27,3.62,-4.9232,0,12,3,4,0,0,0,0,0,0,19,17
4cig,-47.8624,-34.7419,43.6544,-5.5392,-44.4891,615.9,3.5,64.4,3.54,159.6,8,6.38,3.67,-4.9912,0,30,2,5,0,0,0,0,0,0,37,30
4ciw,-21.5018,160.2834,-119.5785,-4.5732,14.6299,458.5,6.5,23.8,0.47,51.5,3,5.72,4.82,-6.5552,-1,9,0,6,0,0,0,0,0,0,15,13
4cr9,-30.3262,-13.6241,24.2285,-2.7079,-22.4297,356.8,0.3,31.6,0.67,147.2,0,5.27,4.1,-5.5760,0,10,3,0,0,0,0,0,0,0,13,11
4cra,-64.8294,-74.2175,84.5573,-6.6173,-61.1069,779.9,3,74.9,3.42,250.1,5,7.38,7.22,-9.8192,0,29,5,4,0,0,0,0,0,0,38,25
4crc,-71.0071,-80.4258,94.8776,-6.675,-63.2303,845.6,2.9,72.4,2.64,302.3,3,7.76,8.72,-11.8592,0,26,10,2,0,0,0,1,0,0,39,21
4ddh,-29.4589,-93.6396,82.842,-3.8279,-44.0844,432.1,2.8,22.9,0.34,84.6,3,5.37,3.32,-4.5152,-1,11,0,4,0,0,0,0,0,0,15,9
4ddk,-21.7932,-60.5038,54.9668,-3.0721,-30.4023,363,1.8,22,0.34,73.8,0,5.24,2.29,-3.1144,-1,8,0,4,0,0,0,0,0,0,12,5
4de1,-39.3237,-34.7014,40.0729,-4.4603,-38.4125,504.6,4,30.6,0,136.1,0,6.04,5.96,-8.1056,0,15,7,1,0,0,0,0,0,0,23,11
4de2,-43.9519,-45.3565,58.3017,-4.9907,-35.9974,506.9,4.2,33.8,0,144.8,2,5.92,4.12,-5.6032,1,17,6,1,0,0,0,0,0,0,24,19
4de3,-37.6292,-36.607,41.9626,-4.6531,-36.9267,469.8,4,32.7,0.84,203.5,0,6.11,5.52,-7.5072,0,14,5,1,0,0,0,0,1,0,21,10
4djv,-39.8856,-263.2959,260.2728,-5.6315,-48.5402,595.3,2.5,118.1,4.89,228.4,3,7.06,6.72,-9.1392,1,23,3,2,0,0,0,0,0,0,28,22
4dld,-26.0883,-230.7177,179.8171,-5.3533,-82.3422,502.9,8.8,51.2,1.3,136,6,6.13,5.82,-7.9152,-1,12,2,6,0,0,0,1,0,0,21,12
4dli,-46.6978,-25.8509,40.3845,-5.072,-37.2362,581.4,0.9,119.7,2.99,294.7,1,6.89,5.62,-7.6432,0,17,4,0,0,0,0,0,0,0,21,16
4e5w,-59.0518,-51.3743,60.8681,-6.4796,-56.0376,708.9,2,43.2,1.85,181.6,3,6.79,7.66,-10.4176,1,21,6,1,0,0,0,0,0,0,28,29
4e6q,-49.3474,-48.5621,57.8416,-5.7547,-45.8226,622.7,1.8,46.4,0.79,182.6,3,6.31,8.36,-11.3696,1,20,5,0,0,0,0,0,0,0,25,22
4ea2,-50.9603,-375.8695,387.5875,-6.3075,-45.5498,628.3,0.1,149.4,3.29,365.5,9,6.58,6.44,-8.7584,2,22,2,0,0,0,0,0,0,0,24,40
4eky,-46.1225,-95.7253,74.6506,-6.6508,-73.848,635.1,7.2,26.3,0.53,143.5,4,6.54,3.52,-4.7872,0,15,2,7,0,0,0,0,0,0,24,20
4eo8,-45.4894,-1.8712,13.5821,-5.3262,-39.1047,478.8,1.7,127.2,4.06,364.6,2,6.71,8.15,-11.0840,0,21,2,3,0,0,1,0,0,0,27,30
4eor,-53.2849,-55.5104,60.8988,-6.239,-54.1355,659.9,3.6,55.5,2.19,194.7,4,6.73,6.3,-8.5680,0,18,6,3,0,0,1,0,0,0,28,22
4f09,-40.1574,-67.3688,73.3556,-4.5349,-38.7055,472.1,2,40.1,1.15,100.6,1,5.8,6.7,-9.1120,1,14,5,0,0,0,0,0,0,0,19,18
4f2w,-52.2099,-427.2401,406.0444,-5.0606,-78.4662,650.3,4.4,42.4,0.38,41.8,4,6.29,11.3,-15.3680,1,13,5,1,0,0,1,0,0,0,20,20
4f3c,-58.4487,-430.1801,412.1508,-6.2711,-82.7491,729.4,4.9,91.7,1.63,137.9,7,6.82,11.82,-16.0752,1,16,5,1,0,0,1,0,0,0,23,26
4f9w,-47.8827,-20.1054,32.1368,-5.2806,-41.1319,581.4,2,140.1,4.85,192.9,0,7.23,6.94,-9.4384,0,21,4,0,0,0,0,0,0,0,25,18
4gfm,-37.7893,-11.7677,27.3621,-4.7059,-26.9008,435.1,0.8,47.7,1.76,219.8,0,5.91,7.22,-9.8192,0,12,2,2,0,0,0,2,0,0,18,8
4gid,-102.659,-330.221,322.9445,-11.2141,-121.1496,1206.3,5.8,159.7,4.22,482.3,10,9.55,10.77,-14.6472,1,35,5,6,0,0,1,0,0,0,47,48
4gkm,-27.8503,-382.8746,364.6306,-4.4507,-50.545,462.3,3.3,79.3,2.84,207.5,0,6.43,5.17,-7.0312,-2,15,1,4,0,0,0,0,0,0,20,11
4gr0,-48.1665,-424.7607,308.3099,-8.168,-172.7853,1048.6,5,127.7,4.54,402.9,9,8.78,9.55,-12.9880,-1,31,4,6,0,1,0,1,1,0,44,30
4hge,-52.5447,-25.3349,41.8013,-5.855,-41.9333,589.3,1,52.2,1.15,235.5,0,6.5,7.92,-10.7712,0,17,6,1,0,0,0,1,0,0,25,13
4ih5,-27.4864,-39.0172,45.6304,-3.8181,-24.6913,374.3,0.1,52.4,1.98,125.7,0,5.53,4.11,-5.5896,0,11,6,0,0,0,0,0,0,0,17,10
4ih7,-36.7135,-3.7051,13.7337,-4.4473,-31.1322,399.9,1,99.6,4.13,254.2,1,6.21,5.24,-7.1264,0,15,1,1,0,0,0,0,0,0,17,17
4ivb,-48.5655,-42.319,46.4288,-5.6692,-50.1249,582.1,3.1,51.8,1.68,165.3,3,6.35,8.72,-11.8592,0,17,5,1,0,0,0,0,0,0,23,19
4ivc,-53.6967,-37.4491,43.9372,-5.9853,-53.1939,638,2.8,55.6,1.68,181.5,4,6.51,10,-13.6000,0,18,5,1,0,0,0,0,0,0,24,21
4ivd,-51.0862,-44.3063,50.43,-6.0229,-50.9854,630.7,3,58.4,1.68,193.4,5,6.43,9.52,-12.9472,0,19,5,1,0,0,0,0,0,0,25,23
4j21,-43.804,-28.74,33.2518,-4.7396,-44.0318,571.5,2.5,132.8,3.52,260.4,0,7.12,7.41,-10.0776,0,16,2,1,0,0,0,1,0,0,20,13
4j28,-23.2142,-116.6042,94.0007,-3.3598,-49.1775,373,3.9,33.7,1.88,105.3,1,5.63,5.7,-7.7520,1,12,3,2,0,0,0,0,0,0,17,16
4j3l,-43.4283,-22.9964,37.6781,-4.965,-33.7116,640.5,2.5,145.7,4.15,251,3,7.26,7.8,-10.6080,0,20,2,3,0,0,0,1,0,0,26,19
4jfs,-25.2331,-93.5231,69.1955,-3.8078,-53.3685,394.3,2.2,34.9,1.54,124.8,2,5.49,5.27,-7.1672,1,13,1,3,0,0,0,0,0,0,17,20
4jia,-47.9689,-95.12,109.8353,-5.6441,-38.8977,585.9,0.9,91.7,4,192.5,1,6.82,9.22,-12.5392,2,24,6,1,0,0,0,0,0,0,31,28
4jsz,-21.335,-15.9653,33.5277,-2.8738,-6.6464,236.9,0,8.8,0,72.6,1,4.43,2.3,-3.1280,0,6,1,2,0,0,1,0,0,0,10,7
4jxs,-34.2142,-275.4616,257.4536,-4.8922,-57.1144,446.5,6.1,41.7,1.66,116.4,3,5.94,4.74,-6.4464,-2,13,1,6,0,0,2,0,0,0,22,9
4k18,-49.5075,-42.2662,45.8751,-6.3688,-52.2674,636.8,1.1,102.5,3.44,177,2,6.9,8.96,-12.1856,0,21,5,2,1,0,0,0,0,0,29,14
4k77,-40.5889,-23.203,34.9845,-4.8156,-33.623,458,1.8,41.3,0.43,177.3,1,5.75,6.63,-9.0168,0,13,4,1,0,0,0,0,0,0,18,16
4kz6,-19.5459,-197.577,168.2403,-4.0489,-52.9315,302.3,2.4,36.9,1.66,193.7,3,5.17,3.1,-4.2160,-1,10,1,3,0,0,1,0,0,0,15,16
4kzq,-40.9594,-13.3712,20.3869,-4.2081,-38.1518,571.7,1.3,113,1.64,228.3,0,6.69,6.1,-8.2960,0,15,0,3,0,0,0,0,0,0,18,10
4kzu,-42.7021,-13.9148,20.7453,-4.1829,-40.0545,583.2,1.6,122.9,2.78,281.2,0,7,6.5,-8.8400,0,15,0,2,0,0,0,0,1,0,18,9
4llx,-17.2757,-22.5923,20.5075,-2.9105,-22.271,218.2,1.8,39.1,0.87,164.8,0,4.9,2.89,-3.9304,0,6,3,0,0,0,0,0,0,0,9,9
4lzs,-29.2486,-19.2362,23.2271,-3.7905,-29.0482,331.4,2.1,68,1.09,182.1,1,5.44,4.8,-6.5280,0,11,2,2,0,0,0,0,0,0,15,16
4m0y,-36.7104,-26.2482,32.2115,-4.8454,-35.5925,443.7,2.5,42.5,1.94,142.4,0,5.98,6.46,-8.7856,0,15,5,2,0,0,0,0,0,0,22,13
4m0z,-51.788,-44.9654,47.8406,-6.1304,-55.0432,688.4,5.4,101.1,2.61,139.6,1,7.36,5.19,-7.0584,0,16,5,3,0,0,0,0,0,0,24,15
4mgd,-38.8387,-33.3173,28.6237,-5.6767,-49.209,492.9,2.3,150.4,4.82,278.5,2,6.87,4.69,-6.3784,0,14,0,2,0,0,0,3,0,0,19,11
4mme,-41.818,-71.0666,70.0205,-4.4211,-47.2852,565,1.6,104.5,4.25,225.8,1,6.9,6.5,-8.8400,1,16,2,1,0,0,0,1,0,0,20,14
4ogj,-40.5511,-67.0342,74.1637,-5.0898,-38.5114,491.7,2.3,94.8,5.56,234.6,5,6.49,6.79,-9.2344,1,27,6,3,0,0,1,0,0,0,37,37
4owm,-14.6037,-160.1621,154.355,-2.6,-23.0108,253.8,0.3,29.2,0.3,83.4,0,4.72,2.96,-4.0256,-1,7,1,2,1,0,0,0,0,0,11,5
4pcs,-28.2668,-108.2239,78.5899,-3.8225,-61.7233,365.8,4.3,43,2.51,121.4,1,5.77,7.85,-10.6760,1,13,1,2,0,0,0,0,0,0,16,16
4qac,-53.6364,-10.3874,30.8615,-5.8929,-39.0552,698.1,1.6,146.6,3.65,219.5,0,7.56,9.4,-12.7840,0,17,4,0,3,0,0,0,0,0,24,19
4qd6,-36.8435,-26.0484,36.9089,-4.2315,-30.2145,494.9,2.2,99.1,5.57,195.3,3,6.62,8.64,-11.7504,0,26,5,3,0,0,1,0,0,0,35,27
4rfm,-56.8035,-30.3615,44.9658,-6.0413,-48.2405,724.1,0.7,131.1,3.72,200.7,2,7.37,10.05,-13.6680,0,25,5,3,2,0,1,0,0,0,36,27
4tmn,-13.892,-250.0584,56.2176,-6.5214,-214.2542,778.8,6.6,103.7,4.37,366.8,11,7.51,10.17,-13.8312,-2,25,3,7,0,1,0,0,0,0,36,32
4twp,-56.6802,-57.867,65.3181,-6.5456,-55.7747,680.8,1.6,139.5,2.84,233.4,2,7.22,10,-13.6000,0,22,4,1,0,0,1,0,0,0,28,18
4ty7,-56.1696,-120.0959,113.5762,-6.5458,-69.2351,740.1,5.8,70.1,3,264.2,5,7.38,9.52,-12.9472,1,26,7,1,0,0,0,1,0,0,35,31
4u4s,-35.4193,-18.4976,34.6258,-3.8996,-23.1907,378.3,0.2,8.1,0.53,73.8,1,5.08,2.92,-3.9712,0,8,3,2,0,0,1,0,0,0,14,11
4w9c,-39.8567,-28.021,39.8892,-4.7849,-32.7734,537.9,3,76.5,3.88,127.6,4,6.39,4.65,-6.3240,0,21,3,4,0,0,0,0,0,0,28,27
4w9h,-51.4739,-35.4206,46.4754,-5.7544,-46.1735,651.6,3,104.7,4.67,240.2,5,7.1,6.73,-9.1528,0,24,4,4,0,0,1,0,0,0,33,32
4w9i,-48.4573,-37.4352,49.5733,-5.406,-41.7252,613.7,3,85.3,3.44,171,4,6.73,5.96,-8.1056,0,23,4,5,0,0,1,0,0,0,33,28
4w9l,-53.48,-54.6384,63.4664,-6.6183,-51.2703,732.3,4.1,117.9,6.25,269.6,7,7.63,5.02,-6.8272,0,30,5,5,0,0,1,0,0,0,41,43
4wiv,-40.3497,-41.1474,50.9366,-4.6896,-35.2501,427,0.7,115.5,4.07,271.2,0,6.44,6.26,-8.5136,1,21,5,1,0,0,0,0,0,0,27,24
4x6p,-73.1964,-59.6371,75.0503,-6.4558,-64.239,873,3.3,73.7,2.6,293.1,3,7.88,8.3,-11.2880,0,28,10,1,0,0,0,1,0,0,40,23
5a7b,-56.6581,-110.2696,123.5142,-5.8955,-49.309,597,0,61.6,4.66,152.3,7,6.24,3.57,-4.8552,2,27,2,2,0,0,0,0,0,0,31,34
5aba,-29.9544,-117.8933,118.8021,-3.4788,-32.5244,395.9,0,38,2.83,197.3,3,5.52,2.98,-4.0528,2,17,2,2,0,0,0,1,1,0,23,26
5c28,-30.227,-7.6066,15.1292,-3.6603,-26.3647,290.6,0.7,79.6,1.94,227.6,1,5.37,5.66,-7.6976,0,8,3,0,0,0,0,1,0,0,12,10
5c2h,-67.0833,-24.8842,41.7829,-7.6133,-57.7979,753.9,1.4,131.6,3.68,411.1,7,7.4,11.09,-15.0824,0,23,5,1,0,0,1,1,0,0,31,24
5dwr,-44.5375,-419.1597,417.0689,-6.8613,-53.4896,682.1,3,130,4.34,211.2,1,7.55,11.22,-15.2592,1,24,4,1,3,0,0,0,0,0,32,24
5tmn,-12.568,-166.9006,5.7738,-6.2338,-179.9286,641.8,5.4,92.4,4.7,308.4,11,6.81,8.04,-10.9344,-2,21,3,7,0,1,0,0,0,0,32,32
