id,GBSA-Evdw,GBSA-Eele,GBSA-GGB,GBSA-GSA,MM/GBSA,VDW,HB,HP,HM,HS,RT,X-Score,-logka,deltaGexp,charge,C,N,O,F,P,S,Cl,Br,I,heavy atoms,H
6dh7,-80.4174,-53.4573,76.6395,-9.0589,-66.2941,882.4,4.5,109.6,4.87,335.1,11.0,7.81,9.88,-13.4368,0,28,3,7,0,0,1,0,0,0,39,39
6dh8,-80.7823,-47.3644,68.171,-9.1413,-69.117,886.6,4.4,118.2,5.39,364.6,11.0,7.96,9.84,-13.3824,0,29,3,7,0,0,1,0,0,0,40,47
6dif,-79.4397,-78.8156,87.6561,-9.7481,-80.3473,948.6,4.1,148.4,5.41,390.3,8.0,8.55,10.72,-14.5792,0,31,2,5,3,0,1,0,0,0,42,33
6dil,-79.7266,-75.8043,84.634,-9.5357,-80.4326,931.2,3.9,148.9,5.05,390.4,8.0,8.42,8.12,-11.0432,0,31,2,5,3,0,1,0,0,0,42,33
6dj1,-83.5271,-57.025,81.0934,-9.8427,-69.3014,1042.0,3.5,184.8,6.04,505.9,12.0,8.89,10.51,-14.2936,0,37,4,5,0,0,0,0,0,0,46,48
6dj2,-83.2039,-53.7217,79.0578,-10.0542,-67.922,1019.2,3.5,186.0,5.71,507.2,12.0,8.77,8.12,-11.0432,0,37,4,5,0,0,0,0,0,0,46,48
6dj5,-80.3974,-43.9481,66.104,-8.8408,-67.0823,912.1,2.9,111.2,4.64,274.1,11.0,7.7,8.14,-11.0704,0,30,2,9,0,0,1,0,0,0,42,40
6dj7,-77.0013,-49.9833,73.105,-8.6385,-62.5181,888.5,2.7,111.1,4.51,285.8,10.0,7.68,8.72,-11.8592,0,27,3,7,2,0,1,0,0,0,40,35
6dq4,-37.6774,21.7566,-5.0365,-6.3628,-27.3201,565.0,2.9,58.5,0.34,195.4,3.0,6.16,4.92,-6.6912,-1,22,5,2,0,0,0,0,0,0,29,22
6e4a,-41.0169,-62.773,74.4627,-5.1479,-34.4751,497.1,1.0,95.4,3.86,181.4,5.0,6.12,7.36,-10.0096,2,29,7,1,0,0,0,1,0,0,38,36
6e7j,-77.429,-46.4864,74.8116,-9.1829,-58.2867,951.0,3.1,127.1,5.23,356.5,11.0,8.11,9.48,-12.8928,0,34,3,8,0,0,1,0,0,0,46,41
6e9a,-83.0444,-40.3828,67.83,-8.7632,-64.3604,913.7,2.3,122.4,5.23,327.4,11.0,7.84,11.92,-16.2112,0,28,3,8,0,0,1,0,0,0,40,37
6edr,-44.9564,-102.2781,106.6049,-5.0649,-45.6945,526.9,3.2,18.4,0.87,27.6,10.0,5.17,4.55,-6.188,-2,21,7,13,0,2,1,0,0,0,44,27
6eed,-46.6814,-105.4509,90.3492,-6.6897,-68.4728,734.4,5.7,136.1,4.11,206.8,4.0,7.7,6.09,-8.2824,0,22,2,3,3,0,0,0,0,0,30,23
6ei5,-51.6063,-208.5347,225.5437,-5.953,-40.5503,654.2,0.4,176.6,4.18,257.6,2.0,7.34,7.42,-10.0912,1,25,5,1,0,0,0,0,0,0,31,22
6eif,-42.024,-25.4459,37.7554,-4.7724,-34.4869,506.6,1.0,95.5,3.56,109.3,1.0,6.35,6.98,-9.4928,0,18,4,2,0,0,1,0,0,0,25,14
6eij,-54.1115,-50.5446,57.3984,-6.725,-53.9827,648.9,0.9,105.0,3.17,237.8,4.0,6.82,5.77,-7.8472,1,23,6,3,0,0,1,0,0,0,33,25
6eiq,-51.7832,-2.5104,16.7121,-6.2112,-43.7927,596.1,1.8,80.2,2.91,168.2,1.0,6.73,6.42,-8.7312,1,22,5,2,0,0,1,0,0,0,30,26
6eir,-50.2424,39.465,-35.1674,-6.3356,-52.2804,610.1,0.9,65.3,3.1,197.9,2.0,6.65,6.24,-8.4864,1,25,6,3,0,0,1,0,0,0,35,31
6eis,-50.4568,-38.2896,42.0622,-6.0832,-52.7674,653.0,0.7,113.3,3.15,146.7,0.0,7.05,6.6,-8.976,0,22,4,1,4,0,0,0,0,0,31,12
6ej2,-39.208,-264.5946,257.6083,-5.4735,-51.6678,590.3,3.5,101.6,3.92,170.2,1.0,7.03,7.8,-10.608,1,22,4,2,0,0,0,0,0,0,28,27
6ej3,-45.4684,-234.5826,226.2205,-5.8207,-59.6512,579.9,3.0,108.8,3.96,228.0,1.0,7.05,5.93,-8.0648,1,23,3,2,0,0,0,0,0,0,28,28
6ekq,-37.71,-159.0169,173.4083,-4.639,-27.9576,396.4,0.1,52.2,1.85,261.2,2.0,5.62,5.46,-7.4256,1,17,4,2,0,0,1,0,0,0,24,25
6el5,-58.6998,-14.2002,33.9192,-6.5702,-45.551,641.6,0.9,51.0,1.65,101.4,9.0,5.84,6.88,-9.3568,0,20,5,3,1,0,0,1,0,0,30,21
6eln,-45.4366,-31.8817,45.7869,-5.0786,-36.61,543.8,1.6,60.3,0.95,195.5,1.0,6.23,6.05,-8.228,0,17,2,3,0,0,0,0,0,0,22,16
6elo,-47.0904,-29.7243,38.1433,-5.3877,-44.0591,576.6,1.7,92.3,1.74,272.0,1.0,6.66,6.29,-8.5544,0,18,2,2,1,0,0,0,0,0,23,17
6elp,-54.2289,-32.0792,45.8468,-6.2427,-46.704,632.6,1.0,133.6,2.74,262.7,3.0,6.91,6.63,-9.0168,0,22,3,2,0,0,0,1,0,0,28,18
6eog,-35.7726,-29.1037,31.747,-4.8812,-38.0105,499.9,3.2,17.5,1.34,87.1,4.0,5.7,5.8,-7.888,0,20,3,4,3,0,1,1,0,0,32,17
6eol,-38.5688,-22.0355,28.6548,-4.8285,-36.778,507.7,3.2,18.4,1.58,93.5,4.0,5.77,7.43,-10.1048,0,20,3,4,3,0,1,2,0,0,33,16
6epa,-36.7655,-9.5792,28.7644,-4.9605,-22.5408,438.0,1.0,161.9,5.56,344.3,3.0,6.69,5.95,-8.092,0,22,2,1,0,0,1,0,0,0,26,18
6epz,-39.4683,-122.6844,94.6775,-5.4311,-72.9063,575.8,8.2,0.0,0.0,0.0,4.0,6.04,7.14,-9.7104,0,12,0,11,0,0,0,0,0,0,23,22
6eq1,-71.0856,-180.1852,142.3406,-10.6459,-119.5761,1083.1,10.3,0.0,0.0,0.0,11.0,7.65,4.61,-6.2696,0,24,0,21,0,0,0,0,0,0,45,42
6eq8,-39.3168,-107.6451,92.8348,-5.3909,-59.518,584.9,9.2,0.0,0.0,0.0,3.0,6.24,8.0,-10.88,0,12,0,11,0,0,0,0,0,0,23,22
6evr,-24.3145,-139.2277,92.5141,-5.1677,-76.1958,484.2,2.6,68.0,3.55,175.4,3.0,6.23,8.06,-10.9616,0,20,3,4,0,0,1,0,0,0,28,23
6ex1,-22.2566,-143.904,107.6988,-5.5706,-64.0324,441.3,3.2,68.0,2.95,152.7,3.0,5.99,7.31,-9.9416,1,18,3,3,0,0,1,0,0,0,25,22
6exi,-44.2718,-29.9262,44.9386,-5.0622,-34.3216,541.2,5.4,0.0,0.0,0.0,2.0,5.86,5.05,-6.868,0,10,5,4,0,0,0,0,0,0,19,13
6exs,-36.8542,-86.3789,106.5903,-5.7007,-22.3435,505.6,3.5,35.1,1.06,184.3,9.0,5.47,3.44,-4.6784,0,12,2,4,0,0,1,0,0,0,19,24
6ey8,-52.5282,-45.526,50.2045,-5.7938,-53.6435,637.5,2.0,141.5,4.54,251.7,4.0,7.16,5.81,-7.9016,0,23,3,2,0,0,0,1,0,0,29,20
6ey9,-57.7191,-19.5426,37.8755,-6.0235,-45.4097,665.9,1.8,137.8,4.43,283.6,4.0,7.28,5.91,-8.0376,0,24,3,2,0,0,0,1,0,0,30,22
6eya,-57.8893,-18.2113,38.5065,-5.9409,-43.535,683.8,1.7,123.1,2.8,243.3,2.0,7.2,7.48,-10.1728,0,24,3,4,0,0,0,0,0,0,31,21
6eyb,-56.7845,-34.9426,50.1583,-6.4315,-48.0003,649.7,1.0,144.3,3.72,281.2,2.0,7.24,5.37,-7.3032,0,23,4,1,0,0,0,0,0,0,28,18
6f1j,-10.7357,-313.8041,285.7251,-3.5194,-42.3341,251.9,3.9,0.0,0.0,0.0,1.0,4.66,4.62,-6.2832,1,5,1,3,0,0,0,0,0,0,9,12
6f1n,-53.8204,89.5689,-78.8082,-7.182,-50.2417,669.3,3.6,61.8,2.11,136.2,6.0,6.54,6.26,-8.5136,-1,20,5,5,0,0,1,0,0,0,31,18
6f20,-31.3312,-21.0327,36.7697,-3.6057,-19.1999,365.9,0.8,65.3,1.59,111.9,2.0,5.35,4.31,-5.8616,0,10,2,2,0,0,0,0,0,0,14,10
6f28,-28.3662,-243.9304,181.7871,-4.6941,-95.2036,533.6,8.2,4.8,0.0,1.6,3.0,5.97,5.67,-7.7112,1,10,4,4,0,0,0,0,0,0,18,15
6f3b,-22.4139,-165.0147,152.6789,-5.3316,-40.0813,436.2,2.6,51.8,2.54,136.3,3.0,5.81,6.56,-8.9216,0,15,3,4,0,0,1,0,0,0,23,17
6f90,-16.4265,-122.6433,112.5798,-3.9666,-30.4566,387.9,6.4,0.0,0.0,0.0,1.0,5.4,6.0,-8.16,0,8,2,4,0,0,0,0,0,0,14,12
6f92,-24.3405,-49.2341,62.896,-3.8513,-14.5299,375.8,6.3,0.0,0.0,0.0,1.0,5.34,6.4,-8.704,0,8,2,4,0,0,0,0,0,0,14,12
6f9g,-10.5901,-673.4503,627.2441,-3.0693,-59.8656,209.8,2.9,40.7,0.72,60.0,3.0,4.55,5.7,-7.752,2,4,2,0,0,0,0,0,0,0,6,14
6f9u,-26.0882,-30.6808,-55.5738,-6.7531,-119.0959,774.5,8.6,84.3,2.63,201.9,11.0,7.15,5.13,-6.9768,-3,25,3,10,0,0,0,0,0,0,38,30
6f9v,-54.4671,-137.3511,120.1265,-8.7352,-80.4269,845.2,8.0,79.9,1.64,226.3,13.0,7.11,6.76,-9.1936,-1,26,4,9,0,0,1,0,0,0,40,39
6fa4,-41.3292,-76.903,87.2408,-4.1047,-35.0961,529.6,0.0,57.4,0.97,173.9,3.0,5.85,7.29,-9.9144,1,23,3,3,0,0,0,0,0,0,29,26
6faf,-17.6176,-171.5554,130.5957,-5.4467,-64.024,459.2,2.6,57.6,2.81,160.2,1.0,6.15,6.51,-8.8536,0,15,3,4,0,0,1,0,0,0,23,17
6fba,-25.5751,-33.1177,31.2973,-3.5092,-30.9047,346.0,1.0,83.3,2.28,163.8,0.0,5.67,4.7,-6.392,0,10,0,2,0,0,0,0,0,0,12,8
6fe0,-40.1162,-24.9667,22.3973,-5.6511,-48.3367,509.2,2.5,56.3,2.51,155.6,5.0,5.96,6.48,-8.8128,0,16,2,3,3,0,2,0,0,0,26,23
6fe1,-24.548,-139.3744,96.2986,-6.1198,-73.7436,568.8,3.9,61.6,2.51,137.9,5.0,6.3,8.48,-11.5328,0,16,2,5,3,0,2,0,0,0,28,23
6fgg,-28.9596,-149.7799,157.2573,-3.6677,-25.1499,326.0,0.9,43.3,1.61,75.3,4.0,4.93,4.77,-6.4872,1,18,4,4,0,0,0,0,0,0,26,23
6fhq,-11.6365,-123.4569,115.3355,-2.3231,-22.081,227.7,3.0,5.8,0.25,28.6,1.0,4.59,2.47,-3.3592,1,5,3,1,0,0,1,0,0,0,10,8
6fmc,-29.1733,-144.6645,143.5066,-5.2065,-35.5377,437.5,4.8,35.1,2.55,94.1,7.0,5.54,5.88,-7.9968,1,26,6,6,0,0,2,0,0,0,40,29
6fmj,-49.0364,-44.9957,52.7503,-5.745,-47.0268,593.5,3.0,87.4,3.62,192.9,5.0,6.62,6.12,-8.3232,0,21,4,3,0,0,2,0,0,0,30,26
6fnf,-76.8359,-41.563,56.167,-8.7428,-70.9747,972.2,3.6,148.4,4.44,234.9,0.0,8.94,7.89,-10.7304,0,26,7,1,3,0,0,0,0,0,37,20
6fng,-74.4556,-37.8781,55.8561,-8.7102,-65.1878,944.3,3.9,142.2,4.44,233.6,0.0,8.83,7.14,-9.7104,0,26,7,1,3,0,0,0,0,0,37,20
6fni,-77.2095,-39.4982,57.3168,-9.1271,-68.518,997.0,3.5,151.1,4.44,256.3,0.0,9.07,8.22,-11.1792,0,26,7,1,3,0,0,0,0,0,37,20
6fnj,-75.3116,-35.2412,54.4979,-8.8578,-64.9127,943.4,3.4,143.9,4.44,235.7,0.0,8.79,6.85,-9.316,0,26,7,1,3,0,0,0,0,0,37,20
6fnq,-21.8157,-117.2396,109.7972,-4.7634,-34.0215,362.6,2.7,8.7,0.0,15.2,3.0,4.9,4.59,-6.2424,0,9,3,2,0,0,0,0,0,0,14,15
6fnr,-13.0309,136.1597,-148.0743,-3.6256,-28.5711,286.6,2.5,10.5,0.51,78.9,3.0,4.73,5.59,-7.6024,-1,6,2,2,0,0,0,1,0,0,11,6
6fo5,-52.5761,-30.48,48.2526,-5.9389,-40.7424,570.2,1.9,97.2,3.46,187.6,6.0,6.37,6.72,-9.1392,0,25,6,5,0,0,1,0,0,0,37,26
6fs0,-65.5985,-118.1253,128.5342,-7.5196,-62.7092,835.4,1.6,214.2,5.84,321.0,0.0,8.73,9.77,-13.2872,-1,35,5,3,0,0,2,1,0,0,46,33
6fs1,-65.3101,-101.4087,112.8989,-7.9096,-61.7295,794.3,0.7,244.1,5.86,310.4,9.0,7.84,7.01,-9.5336,-1,34,5,3,0,0,1,0,0,0,43,34
6ftp,-57.9547,-279.8522,287.6898,-5.572,-55.6891,743.4,0.6,131.5,3.67,125.4,5.0,7.09,5.82,-7.9152,1,27,1,11,0,0,0,0,0,0,39,30
6ftz,-34.6774,-141.281,137.5936,-4.1016,-42.4664,508.9,3.1,50.5,1.31,151.3,1.0,6.15,3.0,-4.08,1,17,4,2,0,0,0,0,0,0,23,17
6fuh,-53.0307,-142.2016,137.0364,-5.4615,-63.6574,664.8,3.9,61.4,2.7,246.9,3.0,7.01,3.77,-5.1272,0,20,5,2,0,0,0,0,0,0,27,23
6fui,-53.3933,-138.5219,139.4815,-5.612,-58.0457,698.4,3.2,66.3,2.0,237.2,3.0,7.01,4.46,-6.0656,0,22,5,2,0,0,0,0,0,0,29,25
6fuj,-41.307,-111.6011,117.0845,-5.1096,-40.9332,482.2,1.4,63.8,1.86,283.2,3.0,6.04,4.3,-5.848,1,18,2,1,0,0,0,0,0,0,21,23
6fyz,-41.429,-53.6421,35.0355,-5.3632,-65.3988,596.1,3.1,125.6,3.47,184.3,2.0,6.97,7.41,-10.0776,0,19,3,2,1,0,0,0,0,0,25,16
6g34,-43.9162,-43.2638,49.622,-4.9339,-42.4919,488.7,4.0,29.6,1.4,77.1,2.0,5.91,8.24,-11.2064,0,11,4,4,0,0,0,0,0,1,20,13
6g35,-39.5274,-53.7414,56.2464,-4.9306,-41.953,488.6,3.9,28.4,1.13,64.4,2.0,5.85,7.76,-10.5536,0,11,4,4,0,0,0,0,1,0,20,13
6g36,-38.486,-51.1749,54.1985,-4.8795,-40.3419,486.8,4.0,26.8,0.96,52.7,2.0,5.81,7.79,-10.5944,0,11,4,4,0,0,0,1,0,0,20,13
6g37,-36.4836,-55.4077,59.5613,-4.8278,-37.1578,482.3,4.0,12.3,0.3,2.6,2.0,5.59,7.37,-10.0232,0,11,4,4,1,0,0,0,0,0,20,13
6g38,-36.7346,-48.9882,57.665,-4.6347,-32.6925,451.4,3.8,23.5,0.43,31.0,2.0,5.54,6.62,-9.0032,0,11,4,4,0,0,0,0,0,0,19,14
6g39,-40.0229,-41.7892,45.6967,-4.8621,-40.9775,487.9,4.0,28.0,1.4,77.6,2.0,5.9,8.34,-11.3424,0,11,4,4,0,0,0,0,0,1,20,13
6g3a,-42.8037,-53.1053,52.1611,-5.0489,-48.7968,487.1,4.3,24.3,1.4,74.0,2.0,5.91,8.38,-11.3968,0,11,4,4,0,0,0,0,0,1,20,13
6g3q,-14.7313,-123.6718,98.7262,-4.3325,-44.0094,302.5,3.6,16.3,0.51,58.5,5.0,4.71,7.24,-9.8464,0,7,4,2,0,0,3,0,0,0,16,12
6g3v,-15.382,-102.8523,59.506,-4.7906,-63.5189,377.2,2.2,15.0,0.51,79.2,5.0,4.93,6.04,-8.2144,1,8,7,2,0,0,3,0,0,0,20,16
6g98,-26.6761,-90.0246,54.2553,-6.5067,-68.9521,661.7,2.3,89.1,3.94,253.9,6.0,6.89,6.15,-8.364,-1,27,2,4,3,0,2,0,0,0,38,34
6g9i,-37.9661,-122.8822,134.6345,-5.5207,-31.7345,382.4,0.0,142.7,3.97,257.8,4.0,5.93,3.93,-5.3448,1,19,2,0,0,0,0,1,0,0,22,24
6g9u,-24.5519,-114.9953,60.3184,-6.4586,-85.6874,612.4,2.7,68.6,2.51,203.5,6.0,6.4,6.43,-8.7448,-1,23,2,4,3,0,2,0,0,0,34,26
6ge7,-40.7494,111.2131,-105.4324,-6.6874,-41.6561,431.8,0.3,239.9,6.26,422.6,17.0,5.88,6.06,-8.2416,-1,19,0,2,0,0,0,0,0,0,21,37
6gf9,-42.9487,138.033,-125.5084,-6.2736,-36.6977,412.6,0.0,237.2,5.54,400.9,15.0,5.82,6.39,-8.6904,-1,17,0,2,0,0,0,0,0,0,19,33
6gfs,-40.0572,124.8497,-111.1304,-5.9278,-32.2657,378.8,0.0,206.6,4.82,367.3,13.0,5.62,6.54,-8.8944,-1,15,0,2,0,0,0,0,0,0,17,29
6gfz,-49.6446,-26.0835,41.1438,-6.0203,-40.6046,667.0,3.0,95.2,4.31,218.7,5.0,7.06,5.51,-7.4936,0,24,4,4,1,0,1,0,0,0,34,31
6ghh,-29.6236,110.779,-102.0513,-4.935,-25.8309,340.9,0.0,180.2,3.21,318.5,9.0,5.44,6.71,-9.1256,-1,13,0,2,0,0,0,0,0,0,15,21
6gji,-36.7475,-24.8857,31.5634,-4.7845,-34.8543,431.4,2.1,34.9,0.53,149.0,8.0,5.04,3.87,-5.2632,0,16,6,3,0,0,0,0,0,0,25,22
6gjj,-37.6647,-25.6236,32.8786,-4.9722,-35.3819,404.7,2.1,35.3,1.06,154.4,7.0,5.09,3.7,-5.032,0,14,3,3,0,0,0,0,0,0,20,21
6gjl,-42.7289,-37.1226,48.2218,-5.3861,-37.0158,461.7,2.7,33.5,0.53,149.1,8.0,5.2,3.86,-5.2496,0,14,7,3,0,0,0,0,0,0,24,19
6gjm,-39.5727,-23.3691,34.5045,-5.0499,-33.4872,422.8,1.9,36.9,1.41,169.5,8.0,5.14,3.58,-4.8688,0,15,3,3,0,0,0,0,0,0,21,23
6gjn,-56.7983,-41.1157,50.1504,-6.6205,-54.3841,651.1,3.3,73.2,3.2,217.9,7.0,6.64,6.22,-8.4592,0,23,8,2,0,0,0,0,1,0,34,27
6gjr,-45.1832,-30.6442,43.3719,-5.4621,-37.9176,503.3,2.5,33.0,0.53,142.4,8.0,5.34,3.74,-5.0864,0,15,7,3,0,0,0,0,0,0,25,21
6gl8,-64.9401,-124.3313,147.5168,-7.2792,-49.0338,792.0,1.0,194.3,6.05,277.3,2.0,8.26,8.61,-11.7096,1,43,4,6,0,0,0,0,0,0,53,43
6gl9,-54.0714,-34.1881,46.8096,-6.1327,-47.5826,615.0,2.7,82.5,2.48,201.5,1.0,6.86,6.87,-9.3432,0,23,5,0,0,0,0,0,0,0,28,21
6gla,-53.5861,-38.2187,48.1991,-6.1683,-49.774,600.3,2.8,68.0,1.64,196.1,1.0,6.65,7.57,-10.2952,0,21,5,1,0,0,0,0,0,0,27,19
6glb,-52.5748,-29.7533,39.5064,-5.8506,-48.6723,611.1,2.3,68.2,1.64,201.2,4.0,6.42,6.89,-9.3704,0,21,5,1,0,0,0,0,0,0,27,21
6gnm,-32.6679,-14.9904,28.6323,-4.3034,-23.3294,390.3,0.1,74.1,2.61,135.6,0.0,5.75,4.26,-5.7936,0,13,0,5,0,0,0,0,0,0,18,10
6gnp,-19.8695,-0.6447,8.0636,-2.5251,-14.9757,170.2,0.0,33.7,2.3,170.6,0.0,4.75,4.55,-6.188,0,5,1,1,0,0,0,3,0,0,10,2
6gnr,-37.203,199.1439,-179.6567,-4.4563,-22.1721,376.1,0.0,78.3,3.21,224.1,0.0,5.9,5.44,-7.3984,-1,13,2,2,0,0,0,1,0,0,18,10
6gnw,-32.1758,197.398,-183.0606,-3.5911,-21.4295,332.0,0.0,44.8,2.66,192.3,3.0,5.26,4.99,-6.7864,-1,8,0,3,0,0,0,3,0,0,14,4
6gon,-30.8308,191.8144,-166.835,-5.492,-11.3434,461.1,0.0,0.0,0.0,0.0,6.0,4.79,5.67,-7.7112,-1,8,0,2,15,0,0,0,0,0,25,0
6got,-13.0117,-132.703,74.0097,-4.5,-76.205,385.7,2.7,88.1,3.25,180.8,5.0,5.7,9.4,-12.784,0,14,1,2,0,0,2,0,0,0,19,15
6guc,-38.7556,-30.984,42.0384,-4.6613,-32.3625,451.6,1.6,62.3,1.46,78.5,1.0,5.77,7.6,-10.336,0,13,3,2,0,0,0,0,0,0,18,11
6gue,-54.6819,-52.7409,65.4412,-6.3948,-48.3764,649.4,2.4,69.7,3.01,218.2,2.0,6.94,8.4,-11.424,0,18,5,2,0,0,1,0,0,0,26,21
6guh,-51.7914,-42.6585,58.1169,-6.2577,-42.5907,654.6,2.5,66.5,2.74,215.6,2.0,6.93,7.59,-10.3224,0,18,5,2,0,0,1,0,0,0,26,21
6guk,-50.96,31.0486,-24.9827,-5.9366,-50.8307,621.7,3.0,61.3,2.2,252.6,2.0,6.8,6.15,-8.364,1,19,7,0,0,0,0,1,0,0,27,25
6gvz,-46.2442,79.772,-63.8677,-5.3633,-35.7032,516.2,1.0,102.9,4.14,290.8,6.0,6.32,6.4,-8.704,-1,26,1,5,0,0,0,0,0,0,32,42
6gw4,-38.7727,-41.7913,41.051,-5.1075,-44.6205,509.7,1.4,115.5,4.14,252.7,6.0,6.31,5.92,-8.0512,-1,26,1,5,0,0,0,0,0,0,32,42
6gwr,-76.3495,-230.8135,250.1664,-9.1477,-66.1443,910.6,2.2,129.9,4.56,204.2,3.0,8.26,8.1,-11.016,2,31,6,1,3,0,0,0,0,0,41,33
6gzd,-44.6147,56.4208,-51.8207,-5.5034,-45.518,538.1,2.5,52.0,1.21,135.1,3.0,6.03,8.01,-10.8936,1,18,6,0,1,0,0,0,0,0,25,26
6gzm,-48.5629,75.3659,-66.13,-5.7048,-45.0318,572.7,2.4,65.5,1.93,153.7,3.0,6.32,8.26,-11.2336,1,18,6,0,1,0,0,0,0,0,25,26
6h29,-21.4028,-32.2195,42.2725,-3.4385,-14.7883,269.6,2.8,63.2,1.98,106.9,3.0,5.08,5.62,-7.6432,0,8,1,2,0,0,0,0,0,0,11,9
6h2z,-18.5426,-138.701,88.0502,-5.054,-74.2474,425.6,2.5,87.0,4.0,168.7,2.0,6.18,9.3,-12.648,0,18,2,3,0,0,1,0,0,0,24,20
6h33,-15.2194,-136.9175,101.1617,-4.8176,-55.7928,430.3,2.6,79.5,4.0,160.7,2.0,6.16,9.22,-12.5392,0,18,2,4,0,0,1,0,0,0,25,20
6h34,-22.2006,-133.7988,107.3275,-4.8764,-53.5483,475.9,2.9,57.1,2.95,129.2,3.0,6.05,9.3,-12.648,1,18,3,3,1,0,1,0,0,0,26,21
6h36,-18.2607,-137.6125,90.539,-4.7544,-70.0886,423.1,2.7,62.5,4.0,160.5,2.0,6.09,9.35,-12.716,0,18,2,3,0,0,1,0,0,0,24,20
6h37,-15.7314,-156.6714,113.1424,-4.9169,-64.1773,428.8,2.7,60.9,4.0,159.5,2.0,6.11,8.59,-11.6824,0,18,2,4,0,0,1,0,0,0,25,20
6h38,-17.6022,-118.3364,88.8664,-4.9125,-51.9847,444.8,2.8,53.3,2.95,117.0,3.0,5.89,8.11,-11.0296,1,18,3,3,1,0,1,0,0,0,26,21
6h5x,-45.7822,-8.3079,-7.5661,-5.9803,-67.6365,616.6,5.5,62.4,2.42,295.5,5.0,6.81,10.82,-14.7152,-1,19,2,4,0,0,2,0,0,0,27,23
6h8s,-26.5023,-348.0371,350.7018,-4.6284,-28.466,392.4,2.0,38.5,0.97,72.8,1.0,5.42,4.42,-6.0112,2,13,4,0,3,0,0,0,0,0,20,19
6hai,-108.1363,1.9755,23.3126,-13.8782,-96.7264,1394.4,4.2,255.0,7.29,422.1,3.0,11.36,7.94,-10.7984,-1,44,5,13,0,0,0,0,0,0,62,36
6hd6,-39.8291,-259.5092,271.5586,-5.3482,-33.1279,538.8,0.0,69.5,3.29,147.6,3.0,6.18,5.7,-7.752,1,19,2,3,3,0,0,0,0,0,27,20
6hh3,-49.2023,-170.3176,145.8304,-6.7761,-80.4656,741.4,9.1,0.0,0.0,0.0,9.0,6.36,6.24,-8.4864,-1,15,6,12,0,2,0,0,0,0,35,23
6hh5,-58.5542,-70.3282,77.4412,-7.0492,-58.4904,721.5,5.3,6.0,0.0,36.9,9.0,6.06,4.27,-5.8072,-1,15,6,11,0,2,0,0,0,0,34,23
6hke,-20.7468,-62.7765,51.8082,-3.1779,-34.893,305.8,4.4,10.8,0.0,31.6,3.0,4.83,7.68,-10.4448,-2,4,0,5,0,0,0,0,0,0,9,4
6hlx,-35.7326,-297.5537,265.8395,-6.3876,-73.8344,576.1,9.8,34.1,0.36,80.4,7.0,6.17,7.17,-9.7512,-1,11,1,8,0,0,0,0,0,0,20,18
6hly,-33.1241,-75.2577,72.3645,-5.5814,-41.5987,523.2,4.7,45.2,0.36,75.9,7.0,5.6,7.33,-9.9688,-1,11,1,8,0,0,0,0,0,0,20,18
6hpw,-45.433,-45.0129,42.7457,-4.9963,-52.6965,615.7,2.6,91.7,3.43,220.3,2.0,6.95,6.09,-8.2824,1,21,4,1,0,0,0,0,0,1,27,24
6hqy,-37.332,-30.1766,40.3841,-4.5618,-31.6863,450.9,2.8,60.0,2.28,137.2,3.0,5.87,6.44,-8.7584,0,17,2,3,0,0,0,0,0,0,22,14
6hrq,-32.9561,-70.798,51.7061,-4.4966,-56.5446,480.4,2.5,75.5,2.32,171.3,3.0,6.07,7.09,-9.6424,0,16,4,2,0,0,1,0,0,0,23,14
6hsh,-29.2767,-289.9814,257.0875,-4.2249,-66.3955,437.5,4.9,31.3,1.35,69.3,4.0,5.59,7.55,-10.268,1,21,6,2,0,0,0,0,0,0,29,27
6ht1,-44.4702,-73.5809,75.9847,-5.1058,-47.1722,603.2,2.8,74.3,2.51,177.8,2.0,6.69,7.11,-9.6696,1,22,6,1,0,0,0,0,0,0,29,25
6htg,-30.7087,-68.8907,46.5819,-4.4921,-57.5096,426.3,3.4,56.2,2.98,156.7,0.0,6.17,7.17,-9.7512,0,14,2,3,0,0,0,1,0,0,20,11
6iiu,-51.8731,-129.0769,116.0039,-7.879,-72.8251,751.7,4.2,121.5,3.03,288.1,5.0,7.49,7.96,-10.8256,-1,21,2,4,1,0,1,0,0,0,29,20
6ma2,-45.7943,-64.8656,75.0279,-5.2984,-40.9304,553.2,3.3,51.8,2.4,144.3,8.0,5.91,5.39,-7.3304,-1,25,3,7,0,0,2,0,0,0,37,22
6ma3,-55.7812,-127.9246,131.0592,-7.0896,-59.7362,658.3,4.9,65.2,2.96,173.9,12.0,6.27,8.3,-11.288,-2,28,3,9,0,0,2,0,0,0,42,25
6ma4,-53.1151,-119.5307,129.1438,-6.6818,-50.1838,682.2,6.5,69.9,2.94,194.0,13.0,6.44,7.35,-9.996,-2,29,3,9,0,0,2,0,0,0,43,27
6ma5,-44.8554,-39.1154,55.6996,-5.7726,-34.0438,579.0,4.3,61.8,2.94,156.2,8.0,6.2,8.1,-11.016,-1,25,3,7,0,0,2,0,0,0,37,22
6mjf,-51.2632,-87.3076,84.4336,-6.4747,-60.6119,729.9,7.9,18.8,0.61,43.6,7.0,6.58,5.16,-7.0176,0,14,6,5,0,0,1,0,0,0,26,20
